Customer ID,Gender,Age,Married,Dependents,Number of Dependents,Age Range,Referred a Friend,Number of Referrals,Tenure in Months,Quarter,Month,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Churn Score Category,CLTV Category,Customers
1564-HJUVY,Male,53,0,0,0,2,0,0,4,Q3,7,1,3.03,0,1,1,11,0,1,0,1,1,0,0,1,1,1,1,63.75,226.2,0,0,12.12,238.32,5,Stayed,No,0,59,2624,No churn,No churn,Group 2,Group 1,1564
3617-XLSGQ,Female,61,1,1,2,2,1,2,66,Q3,8,1,20.11,1,1,2,25,1,1,1,0,1,1,1,0,3,0,1,109.25,7082.5,0,80,1327.26,8489.76,3,Stayed,No,0,28,5865,No churn,No churn,Group 1,Group 4,3617
7517-LDMPS,Female,31,0,0,0,2,0,0,12,Q3,7,1,2.57,0,1,2,25,0,1,0,0,0,1,1,1,1,1,1,84.6,1017.35,0,0,30.84,1048.19,5,Stayed,No,0,75,4807,No churn,No churn,Group 3,Group 3,7517
7244-KXYZN,Female,25,0,0,0,1,0,0,24,Q3,7,1,5.98,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,20.45,527.35,0,0,143.52,670.87,4,Stayed,No,0,20,4690,No churn,No churn,Group 1,Group 3,7244
5226-NOZFC,Male,48,0,0,0,2,0,0,26,Q3,9,1,40.35,0,1,2,13,0,1,0,0,1,0,0,1,1,1,1,85.75,2146.5,0,0,1049.1,3195.6,3,Stayed,No,0,64,3178,No churn,No churn,Group 3,Group 1,5226
1400-WIVLL,Male,31,1,0,0,2,1,2,57,Q3,7,1,16.78,1,1,2,29,0,0,1,1,1,1,1,1,3,0,1,107.95,5969.85,0,0,956.46,6926.31,3,Stayed,No,0,24,4687,No churn,No churn,Group 1,Group 3,1400
8148-NLEGT,Female,47,1,1,3,2,1,1,42,Q3,8,1,13.95,1,0,4,0,0,0,0,0,0,0,0,0,3,0,1,22.95,1014.25,0,0,585.9,1600.15,5,Stayed,No,0,24,4650,No churn,No churn,Group 1,Group 3,8148
8347-GDTMP,Female,25,1,0,0,1,1,4,64,Q3,8,1,14.78,0,0,4,0,0,0,0,0,0,0,0,0,3,0,2,19.45,1225.65,0,0,945.92,2171.57,3,Stayed,No,0,78,5113,No churn,No churn,Group 4,Group 3,8347
6746-WAUWT,Male,62,0,0,0,2,0,0,19,Q3,7,1,26.54,0,0,4,0,0,0,0,0,0,0,0,0,2,1,2,19.7,386.5,0,0,504.26,890.76,4,Stayed,No,0,41,4431,No churn,No churn,Group 2,Group 2,6746
0428-IKYCP,Male,56,1,0,0,2,1,9,22,Q3,7,1,48.68,0,1,2,18,0,0,1,0,1,0,0,1,1,1,1,87,1850.65,0,0,1070.96,2921.61,4,Stayed,No,0,49,5233,No churn,No churn,Group 2,Group 3,428
2187-PKZAY,Male,23,0,0,0,1,0,0,12,Q3,9,1,40.06,0,1,2,41,0,0,0,0,0,1,1,1,1,1,1,79.95,1043.4,0,0,480.72,1524.12,5,Stayed,No,0,71,2968,No churn,No churn,Group 3,Group 1,2187
4003-OCTMP,Female,55,1,0,0,2,1,9,31,Q3,8,1,28.8,0,1,3,15,1,0,0,1,0,1,1,1,2,1,1,64,1910.75,0,0,892.8,2803.55,4,Stayed,No,0,24,5191,No churn,No churn,Group 1,Group 3,4003
6652-YFFJO,Female,42,0,0,0,2,0,0,11,Q3,7,1,13.56,0,1,3,17,0,0,0,0,1,1,1,1,1,1,1,64.9,716.1,0,0,149.16,865.26,5,Stayed,No,0,80,2775,No churn,No churn,Group 4,Group 1,6652
7225-IILWY,Male,36,1,1,1,2,1,10,68,Q3,9,1,26.83,1,0,4,0,0,0,0,0,0,0,0,0,3,0,3,25.75,1686.15,0,0,1824.44,3510.59,4,Stayed,No,0,26,5434,No churn,No churn,Group 1,Group 4,7225
3170-GWYKC,Female,30,0,0,0,2,0,0,60,Q3,9,1,22.88,0,1,2,48,1,0,1,1,1,1,1,1,1,1,1,104.95,6236.75,0,0,1372.8,7609.55,4,Stayed,No,0,62,5926,No churn,No churn,Group 3,Group 4,3170
9830-ECLEN,Male,21,1,1,3,1,1,9,58,Q3,7,0,0,0,1,3,52,1,1,1,0,1,0,0,1,2,0,3,50,2919.85,0,0,0,2919.85,4,Stayed,No,0,45,4704,No churn,No churn,Group 2,Group 3,9830
2668-TZSPS,Male,32,0,0,0,2,0,0,1,Q3,8,1,39.61,0,0,4,0,0,0,0,0,0,0,0,0,1,0,3,20.45,20.45,0,0,39.61,60.06,5,Joined,No,0,51,2664,No churn,No churn,Group 2,Group 1,2668
7446-SFAOA,Female,54,1,0,0,2,1,8,37,Q3,7,1,15.51,0,0,4,0,0,0,0,0,0,0,0,0,2,1,1,19.85,717.5,0,0,573.87,1291.37,4,Stayed,No,0,20,5707,No churn,No churn,Group 1,Group 4,7446
9522-ZSINC,Male,34,0,0,0,2,0,0,13,Q3,9,1,7.33,0,0,4,0,0,0,0,0,0,0,0,0,2,1,1,19.95,253.8,0,0,95.29,349.09,3,Stayed,No,0,24,2252,No churn,No churn,Group 1,Group 1,9522
8234-GSZYK,Male,39,0,0,0,2,0,0,43,Q3,7,1,28.9,1,0,4,0,0,0,0,0,0,0,0,0,3,0,1,26.45,1110.05,0,0,1242.7,2352.75,4,Stayed,No,0,51,3881,No churn,No churn,Group 2,Group 2,8234
6505-OZNPG,Female,21,0,0,0,1,0,0,6,Q3,9,0,0,0,1,3,52,1,1,1,1,1,1,1,0,3,1,3,63.4,348.8,0,10,0,358.8,4,Stayed,No,0,48,3909,No churn,No churn,Group 2,Group 2,6505
6164-HAQTX,Male,46,0,0,0,2,0,0,71,Q3,7,0,0,0,1,1,20,1,1,1,1,1,0,0,1,3,0,1,53.95,3888.65,0,0,0,3888.65,3,Stayed,No,0,76,4094,No churn,No churn,Group 4,Group 2,6164
7765-LWVVH,Female,39,1,1,2,2,1,8,72,Q3,9,1,18.74,1,1,2,19,1,1,0,0,1,0,0,1,3,1,1,95.1,6843.15,0,0,1349.28,8192.43,3,Stayed,No,0,25,5584,No churn,No churn,Group 1,Group 4,7765
0953-LGOVU,Male,19,1,1,3,1,1,7,12,Q3,9,0,0,0,1,1,73,0,1,0,1,0,0,0,1,1,0,3,35.5,432.25,0,0,0,432.25,4,Stayed,No,0,75,2562,No churn,No churn,Group 3,Group 1,953
4692-NNQRU,Female,49,1,0,0,2,1,7,21,Q3,7,1,14.51,0,1,2,20,0,0,1,1,0,0,0,1,2,0,1,79.2,1742.45,0,0,304.71,2047.16,3,Stayed,No,0,24,4900,No churn,No churn,Group 1,Group 3,4692
7742-MYPGI,Female,39,1,1,2,2,1,3,6,Q3,8,1,49.45,0,1,1,10,0,0,0,1,0,0,0,1,1,1,2,48.8,297.35,0,0,296.7,594.05,4,Stayed,No,0,45,4538,No churn,No churn,Group 2,Group 3,7742
9619-GSATL,Female,38,0,0,0,2,0,0,43,Q3,8,1,1.6,0,1,1,19,0,1,0,1,0,0,0,0,2,0,1,55.45,2444.25,0,130,68.8,2643.05,4,Stayed,No,0,48,3350,No churn,No churn,Group 2,Group 1,9619
5622-UEJFI,Female,53,1,1,1,2,1,9,35,Q3,8,1,32.75,1,0,4,0,0,0,0,0,0,0,0,0,3,1,2,25.4,949.8,0,0,1146.25,2096.05,3,Stayed,No,0,38,5070,No churn,No churn,Group 1,Group 3,5622
6203-HBZPA,Male,57,0,0,0,2,0,0,52,Q3,9,0,0,0,1,1,18,1,1,1,1,1,1,1,1,3,0,2,63.9,3334.95,0,0,0,3334.95,4,Stayed,No,0,36,5380,No churn,No churn,Group 1,Group 3,6203
0484-FFVBJ,Male,43,0,0,0,2,0,0,32,Q3,7,1,15.52,0,1,1,12,0,0,0,0,1,1,1,1,2,1,1,64.85,2010.95,0,0,496.64,2507.59,5,Stayed,No,0,29,4895,No churn,No churn,Group 1,Group 3,484
0301-FIDRB,Female,61,1,1,3,2,1,8,72,Q3,9,0,0,0,1,1,22,1,1,1,1,1,1,1,1,3,1,1,63.8,4684.3,0,0,0,4684.3,4,Stayed,No,0,32,6107,No churn,No churn,Group 1,Group 4,301
4139-JPIAM,Male,31,0,0,0,2,0,0,51,Q3,9,0,0,0,1,1,2,1,0,0,1,0,1,1,1,1,1,2,44.45,2181.55,0,0,0,2181.55,4,Stayed,No,0,62,6087,No churn,No churn,Group 3,Group 4,4139
2181-TIDSV,Male,47,1,1,3,2,1,4,68,Q3,9,1,19.75,0,0,4,0,0,0,0,0,0,0,0,0,3,1,1,19.95,1303.25,0,0,1343,2646.25,3,Stayed,No,0,70,6492,No churn,No churn,Group 3,Group 4,2181
1936-CZAKF,Male,22,1,0,0,1,1,8,49,Q3,9,0,0,0,1,3,27,0,1,0,0,1,1,1,1,3,0,2,49.65,2409.9,0,0,0,2409.9,4,Stayed,No,0,29,4283,No churn,No churn,Group 1,Group 2,1936
9453-PATOS,Female,24,1,0,0,1,1,7,72,Q3,8,1,20.54,0,1,3,41,1,1,1,1,1,1,1,1,3,0,2,85.1,6155.4,0,0,1478.88,7634.28,4,Stayed,No,0,39,4147,No churn,No churn,Group 1,Group 2,9453
4402-FTBXC,Male,55,0,0,0,2,0,0,54,Q3,7,1,27.17,0,1,2,24,1,0,1,0,1,0,0,1,1,0,2,89.8,4667,0,0,1467.18,6134.18,3,Stayed,No,0,67,4980,No churn,No churn,Group 3,Group 3,4402
2931-XIQBR,Female,41,1,1,3,2,1,7,50,Q3,8,1,47.48,0,1,2,27,0,0,1,1,1,1,1,1,2,0,2,103.05,5153.5,0,0,2374,7527.5,4,Stayed,No,0,72,5905,No churn,No churn,Group 3,Group 4,2931
0106-UGRDO,Female,55,1,0,0,2,1,3,69,Q3,7,1,38.52,1,1,2,27,1,1,1,1,1,1,1,1,3,1,1,116,8182.85,0,0,2657.88,10840.73,3,Stayed,No,0,37,4216,No churn,No churn,Group 1,Group 2,106
5542-TBBWB,Male,46,0,0,0,2,0,0,1,Q3,7,1,9.36,0,1,2,14,0,0,0,0,0,0,0,0,1,1,1,69.9,69.9,0,10,9.36,89.26,4,Joined,No,0,26,3358,No churn,No churn,Group 1,Group 1,5542
1930-QPBVZ,Male,31,1,1,2,2,1,3,68,Q3,8,1,9.29,0,1,2,18,1,1,0,1,0,1,1,1,3,0,1,95.1,6683.4,0,0,631.72,7315.12,3,Stayed,No,0,38,5748,No churn,No churn,Group 1,Group 4,1930
2606-PKWJB,Male,62,0,1,3,2,0,0,40,Q3,8,0,0,0,1,3,57,1,1,0,1,0,0,0,1,2,0,2,40.25,1564.05,0,0,0,1564.05,4,Stayed,No,0,30,4288,No churn,No churn,Group 1,Group 2,2606
5322-ZSMZY,Male,26,1,1,3,1,1,7,31,Q3,9,1,7.03,1,0,4,0,0,0,0,0,0,0,0,0,3,0,2,25.75,755.6,0,0,217.93,973.53,4,Stayed,No,0,32,5472,No churn,No churn,Group 1,Group 4,5322
5220-AGAAX,Male,60,1,1,1,2,1,8,68,Q3,7,1,2.71,1,0,4,0,0,0,0,0,0,0,0,0,3,1,1,24,1664.3,0,0,184.28,1848.58,4,Stayed,No,0,57,5440,No churn,No churn,Group 2,Group 4,5220
0208-BPQEJ,Female,48,1,1,1,2,0,0,12,Q3,8,1,8.25,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,19.4,198.1,0,0,99,297.1,3,Stayed,No,0,29,3713,No churn,No churn,Group 1,Group 2,208
9435-JMLSX,Male,39,1,0,0,2,1,7,71,Q3,9,1,5.51,0,1,3,6,1,1,1,1,1,1,1,1,3,1,1,86.1,6045.9,0,0,391.21,6437.11,4,Stayed,No,0,52,6286,No churn,No churn,Group 2,Group 4,9435
3352-ALMCK,Male,42,0,0,0,2,0,0,40,Q3,9,1,32.78,1,1,2,29,0,1,1,0,1,1,1,1,1,1,2,102.65,4108.15,0,0,1311.2,5419.35,4,Stayed,No,0,52,3655,No churn,No churn,Group 2,Group 2,3352
5312-IRCFR,Female,21,1,1,3,1,1,8,64,Q3,9,1,37.47,1,1,2,69,0,1,1,0,0,1,1,1,2,1,1,92.85,5980.75,0,0,2398.08,8378.83,4,Stayed,No,0,58,5206,No churn,No churn,Group 2,Group 3,5312
5294-IMHHT,Male,44,1,0,0,2,1,6,53,Q3,8,1,32.94,1,1,2,17,0,1,0,1,0,1,1,1,2,0,1,97.75,5043.2,0,0,1745.82,6789.02,3,Stayed,No,0,41,4488,No churn,No churn,Group 2,Group 2,5294
6176-YJWAS,Male,43,1,0,0,2,1,1,72,Q3,7,1,38.3,1,1,2,3,1,1,1,0,1,0,0,1,3,1,2,97.95,7114.25,0,0,2757.6,9871.85,4,Stayed,No,0,22,4256,No churn,No churn,Group 1,Group 2,6176
5310-NOOVA,Male,51,0,0,0,2,0,0,46,Q3,7,1,13.42,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,19.95,907.05,0,0,617.32,1524.37,5,Stayed,No,0,55,4006,No churn,No churn,Group 2,Group 2,5310
4526-EXKKN,Male,27,0,0,0,1,0,0,40,Q3,8,1,27.47,1,0,4,0,0,0,0,0,0,0,0,0,3,1,2,24.6,973.95,0,0,1098.8,2072.75,5,Stayed,No,0,65,2601,No churn,No churn,Group 3,Group 1,4526
5311-IHLEI,Male,45,0,0,0,2,0,0,12,Q3,9,0,0,0,1,1,9,1,1,0,1,1,0,0,1,1,1,1,50.95,605.75,0,0,0,605.75,3,Stayed,No,0,73,2716,No churn,No churn,Group 3,Group 1,5311
3987-KQDDU,Male,58,0,0,0,2,0,0,9,Q3,8,1,21.11,0,1,2,6,1,0,0,0,0,0,0,1,1,0,1,75.6,661.55,0,0,189.99,851.54,3,Stayed,No,0,30,4990,No churn,No churn,Group 1,Group 3,3987
3404-JNXAX,Female,40,1,1,2,2,1,9,51,Q3,8,1,29.56,1,1,2,27,0,0,0,1,0,0,0,1,1,1,1,80.75,4116.9,0,0,1507.56,5624.46,4,Stayed,No,0,36,6032,No churn,No churn,Group 1,Group 4,3404
5131-PONJI,Male,62,1,1,3,2,1,10,49,Q3,9,1,11.74,0,1,2,20,0,1,1,0,1,0,0,1,1,1,2,90.4,4494.65,0,0,575.26,5069.91,3,Stayed,No,0,72,5804,No churn,No churn,Group 3,Group 4,5131
3489-VSFRD,Female,32,0,0,0,2,0,0,56,Q3,8,1,30.86,0,1,1,22,1,0,1,1,0,0,0,1,2,1,2,60.25,3282.75,0,0,1728.16,5010.91,4,Stayed,No,0,40,4835,No churn,No churn,Group 2,Group 3,3489
3345-JHUEO,Male,29,0,0,0,1,0,0,4,Q3,8,1,46.53,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,20.2,55.7,0,0,186.12,241.82,3,Stayed,No,0,45,4267,No churn,No churn,Group 2,Group 2,3345
5815-HGGHV,Male,45,1,0,0,2,1,3,20,Q3,9,1,33.78,0,1,1,18,1,0,0,1,0,1,1,0,2,1,2,64.15,1274.45,0,100,675.6,2050.05,4,Stayed,No,0,61,5969,No churn,No churn,Group 3,Group 4,5815
5260-UMPWX,Female,41,1,1,1,2,1,4,26,Q3,8,1,24.44,0,0,4,0,0,0,0,0,0,0,0,0,1,1,2,20.25,493.95,0,0,635.44,1129.39,5,Stayed,No,0,43,5158,No churn,No churn,Group 2,Group 3,5260
5649-RXQTV,Male,34,0,0,0,2,0,0,51,Q3,9,1,42.33,0,1,2,2,0,1,1,0,1,1,1,1,1,1,1,99,5038.15,0,0,2158.83,7196.98,5,Stayed,No,0,78,5787,No churn,No churn,Group 4,Group 4,5649
2674-MIAHT,Female,26,0,0,0,1,0,0,4,Q3,7,1,38.74,1,1,2,51,0,1,0,0,0,0,0,1,1,1,2,80.3,324.2,0,0,154.96,479.16,3,Stayed,No,0,70,3132,No churn,No churn,Group 3,Group 1,2674
2576-HXMPA,Female,30,0,0,0,2,0,0,1,Q3,8,1,8.23,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,19.55,19.55,0,0,8.23,27.78,4,Joined,No,0,38,5537,No churn,No churn,Group 1,Group 4,2576
7587-AOVVU,Male,39,1,1,1,2,0,0,27,Q3,8,1,14.07,1,1,2,15,1,1,0,1,1,0,0,1,1,0,1,100.75,2793.55,0,0,379.89,3173.44,3,Stayed,No,0,31,3160,No churn,No churn,Group 1,Group 1,7587
6898-MDLZW,Male,53,0,0,0,2,0,0,12,Q3,9,1,1.8,0,1,1,3,0,1,0,1,0,0,0,1,1,1,2,53.75,648.65,0,0,21.6,670.25,5,Stayed,No,0,28,5385,No churn,No churn,Group 1,Group 4,6898
4707-YNOQA,Female,57,1,1,1,2,1,6,34,Q3,8,1,25.69,1,0,4,0,0,0,0,0,0,0,0,0,2,1,2,25.6,917.15,0,0,873.46,1790.61,4,Stayed,No,0,43,5854,No churn,No churn,Group 2,Group 4,4707
9357-UJRUN,Male,50,1,0,0,2,1,5,24,Q3,8,1,34.01,1,1,3,4,1,0,0,1,0,0,0,1,2,1,1,58.35,1346.9,0,0,816.24,2163.14,3,Stayed,No,0,45,5428,No churn,No churn,Group 2,Group 4,9357
7663-CUXZB,Male,34,1,0,0,2,1,9,59,Q3,8,1,14.98,1,1,2,19,1,1,1,1,1,1,1,1,3,0,1,113.75,6561.25,0,0,883.82,7445.07,3,Stayed,No,0,23,6251,No churn,No churn,Group 1,Group 4,7663
0258-NOKBL,Male,22,0,0,0,1,0,0,3,Q3,7,1,31.48,0,1,2,73,0,1,1,0,0,1,1,1,1,0,1,90.4,268.45,0,0,94.44,362.89,5,Joined,No,0,61,5625,No churn,No churn,Group 3,Group 4,258
1163-VIPRI,Female,22,1,1,2,1,1,4,65,Q3,7,1,13.25,1,1,2,47,1,0,1,1,1,1,1,1,3,0,1,109.3,7337.55,0,0,861.25,8198.8,4,Stayed,No,0,51,6087,No churn,No churn,Group 2,Group 4,1163
9348-ROUAI,Female,50,1,1,2,2,1,5,59,Q3,8,1,47.05,1,1,3,24,1,1,1,1,1,1,1,1,3,0,2,90.3,5194.05,0,0,2775.95,7970,3,Stayed,No,0,53,4617,No churn,No churn,Group 2,Group 3,9348
9443-JUBUO,Male,24,1,1,3,1,1,9,72,Q3,9,0,0,0,1,1,51,1,1,1,1,1,1,1,0,3,1,2,65.25,4478.85,0,80,0,4558.85,4,Stayed,No,0,67,6412,No churn,No churn,Group 3,Group 4,9443
3043-TYBNO,Male,43,0,0,0,2,0,0,3,Q3,7,1,22.49,0,1,1,11,0,0,0,1,0,1,1,1,1,0,2,60.65,196.9,0,0,67.47,264.37,5,Joined,No,0,22,2111,No churn,No churn,Group 1,Group 1,3043
4830-FAXFM,Male,62,0,1,2,2,0,0,19,Q3,7,1,14.48,1,0,4,0,0,0,0,0,0,0,0,0,1,1,2,24.1,439.2,0,0,275.12,714.32,4,Stayed,No,0,35,2378,No churn,No churn,Group 1,Group 1,4830
5906-BFOZT,Male,54,0,0,0,2,0,0,1,Q3,8,1,8.02,0,0,4,0,0,0,0,0,0,0,0,0,1,1,2,19.5,19.5,0,0,8.02,27.52,5,Joined,No,0,21,3753,No churn,No churn,Group 1,Group 2,5906
2960-NKRSO,Male,60,0,0,0,2,0,0,24,Q3,8,1,9.53,0,1,2,24,0,1,1,1,0,0,0,1,1,1,1,85.95,2107.15,0,0,228.72,2335.87,3,Stayed,No,0,52,5421,No churn,No churn,Group 2,Group 4,2960
5598-IKHQQ,Female,39,0,0,0,2,0,0,72,Q3,9,1,6.75,1,0,4,0,0,0,0,0,0,0,0,0,3,0,2,25.45,1866.45,0,0,486,2352.45,4,Stayed,No,0,42,4118,No churn,No churn,Group 2,Group 2,5598
0397-ZXWQF,Male,24,0,0,0,1,0,0,67,Q3,8,1,47.31,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,20.5,1430.95,0,0,3169.77,4600.72,5,Stayed,No,0,45,4416,No churn,No churn,Group 2,Group 2,397
5266-PFRQK,Male,47,1,1,3,2,1,2,52,Q3,9,1,39.48,0,0,4,0,0,0,0,0,0,0,0,0,2,1,2,20.85,1071.6,0,0,2052.96,3124.56,4,Stayed,No,0,56,4886,No churn,No churn,Group 2,Group 3,5266
4674-HGNUA,Male,57,1,1,3,2,1,6,71,Q3,7,1,31.33,1,1,3,27,1,1,1,1,1,1,1,1,3,0,2,89.9,6457.15,0,0,2224.43,8681.58,3,Stayed,No,0,57,4444,No churn,No churn,Group 2,Group 2,4674
6765-MBQNU,Female,56,1,0,0,2,1,7,26,Q3,9,1,33.47,1,0,4,0,0,0,0,0,0,0,0,0,2,0,2,26,684.05,0,0,870.22,1554.27,5,Stayed,No,0,20,2244,No churn,No churn,Group 1,Group 1,6765
9786-IJYDL,Female,49,0,0,0,2,0,0,35,Q3,8,1,30.5,1,1,2,8,1,1,1,1,1,1,1,1,3,1,2,113.2,3914.05,0,0,1067.5,4981.55,4,Stayed,No,0,76,5723,No churn,No churn,Group 4,Group 4,9786
1303-SRDOK,Female,52,1,1,2,2,1,3,55,Q3,8,1,27.87,0,1,2,17,0,0,0,0,0,0,0,1,3,1,2,69.05,3842.6,0,0,1532.85,5375.45,3,Stayed,No,0,67,4318,No churn,No churn,Group 3,Group 2,1303
3769-MHZNV,Female,61,1,1,3,2,1,2,33,Q3,8,1,24.27,0,0,4,0,0,0,0,0,0,0,0,0,3,0,2,20.1,670.35,0,0,800.91,1471.26,3,Stayed,No,0,25,3700,No churn,No churn,Group 1,Group 2,3769
6295-OSINB,Male,20,1,0,0,1,1,2,72,Q3,7,1,6.89,1,1,2,73,1,1,1,0,1,1,1,0,3,1,1,109.65,7880.25,0,10,496.08,8386.33,4,Stayed,No,0,25,6181,No churn,No churn,Group 1,Group 4,6295
3308-MHOOC,Male,37,0,1,3,2,0,0,1,Q3,9,1,17.89,0,0,4,0,0,0,0,0,0,0,0,0,1,1,2,19.2,19.2,0,0,17.89,37.09,3,Joined,No,0,76,3383,No churn,No churn,Group 4,Group 1,3308
4177-JPDFU,Male,35,0,0,0,2,0,0,12,Q3,8,0,0,0,1,3,6,0,1,0,1,0,0,0,1,1,0,2,34,442.45,0,0,0,442.45,3,Stayed,No,0,39,3215,No churn,No churn,Group 1,Group 1,4177
2239-CFOUJ,Male,27,1,1,2,1,1,3,1,Q3,8,1,27.5,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,20.4,20.4,0,0,27.5,47.9,4,Joined,No,0,54,4540,No churn,No churn,Group 2,Group 3,2239
8046-DNVTL,Male,56,1,0,0,2,1,8,62,Q3,9,0,0,0,1,3,29,1,1,0,1,0,0,0,1,3,1,2,38.6,2345.55,0,0,0,2345.55,4,Stayed,No,0,45,4558,No churn,No churn,Group 2,Group 3,8046
2209-XADXF,Female,40,0,0,0,2,0,0,1,Q3,9,0,0,0,1,1,15,0,0,0,0,0,0,0,0,1,0,1,25.25,25.25,0,10,0,35.25,5,Joined,No,0,28,4831,No churn,No churn,Group 1,Group 3,2209
6620-JDYNW,Female,64,0,0,0,2,0,0,18,Q3,7,1,10.97,1,1,1,9,1,0,1,0,0,0,0,1,1,1,2,60.6,1156.35,0,0,197.46,1353.81,3,Stayed,No,0,74,4459,No churn,No churn,Group 3,Group 2,6620
4770-UEZOX,Male,19,0,0,0,1,0,0,2,Q3,9,1,43.56,0,1,2,52,0,1,0,0,0,0,0,1,1,1,1,74.75,144.8,0,0,87.12,231.92,3,Joined,No,0,34,4545,No churn,No churn,Group 1,Group 3,4770
1038-RQOST,Male,43,1,1,2,2,1,6,19,Q3,9,1,4.7,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,20.6,414.95,0,0,89.3,504.25,3,Stayed,No,0,32,2276,No churn,No churn,Group 1,Group 1,1038
4568-TTZRT,Male,36,0,0,0,2,0,0,9,Q3,8,1,13.72,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,20.4,181.8,0,0,123.48,305.28,5,Stayed,No,0,21,5380,No churn,No churn,Group 1,Group 3,4568
9513-DXHDA,Male,58,0,0,0,2,0,0,27,Q3,7,1,49.25,0,1,1,4,1,0,1,1,1,1,1,1,2,0,1,81.7,2212.55,0,0,1329.75,3542.3,4,Stayed,No,0,39,2445,No churn,No churn,Group 1,Group 1,9513
8084-OIVBS,Female,31,0,0,0,2,0,0,11,Q3,8,1,46.49,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,20,211.95,0,0,511.39,723.34,4,Stayed,No,0,53,3731,No churn,No churn,Group 2,Group 2,8084
8896-BQTTI,Male,41,0,0,0,2,0,0,1,Q3,9,1,3.39,1,0,4,0,0,0,0,0,0,0,0,0,1,1,2,25,25,0,0,3.39,28.39,3,Joined,No,0,53,2371,No churn,No churn,Group 2,Group 1,8896
3352-RICWQ,Female,45,1,1,2,2,1,6,9,Q3,7,1,16.13,0,0,4,0,0,0,0,0,0,0,0,0,3,0,2,19.75,210.65,0,0,145.17,355.82,4,Stayed,No,0,24,2427,No churn,No churn,Group 1,Group 1,3352
2160-GPFXD,Male,25,1,1,2,1,1,1,54,Q3,8,1,24.59,1,1,1,52,1,1,0,1,0,0,0,1,3,1,2,65.65,3566.7,0,0,1327.86,4894.56,3,Stayed,No,0,49,5725,No churn,No churn,Group 2,Group 4,2160
2065-MMKGR,Female,47,0,0,0,2,0,0,29,Q3,7,1,41.38,1,1,1,4,0,0,0,0,1,1,1,1,2,1,2,71,2080.1,0,0,1200.02,3280.12,5,Stayed,No,0,32,4226,No churn,No churn,Group 1,Group 2,2065
1498-NHTLT,Male,21,1,1,3,1,1,4,59,Q3,9,1,42.37,0,1,3,73,1,1,1,1,1,1,1,0,3,1,1,86.75,5186,0,150,2499.83,7835.83,3,Stayed,No,0,21,5020,No churn,No churn,Group 1,Group 3,1498
1402-PTHGN,Female,22,1,1,2,1,1,7,18,Q3,9,1,40.36,0,1,1,51,1,1,0,1,0,0,0,1,2,1,2,61.5,1087.45,0,0,726.48,1813.93,4,Stayed,No,0,67,3479,No churn,No churn,Group 3,Group 2,1402
5199-FPUSP,Male,64,0,1,2,2,0,0,33,Q3,9,0,0,0,1,3,12,1,0,0,1,0,0,0,1,2,0,2,34.05,1113.95,0,0,0,1113.95,3,Stayed,No,0,73,3044,No churn,No churn,Group 3,Group 1,5199
6377-KSLXC,Male,31,0,0,0,2,0,0,5,Q3,9,1,24.16,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,19.95,107.05,0,0,120.8,227.85,5,Stayed,No,0,20,4281,No churn,No churn,Group 1,Group 2,6377
1796-JANOW,Female,33,0,0,0,2,0,0,2,Q3,9,1,34.57,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,19.95,38.15,0,0,69.14,107.29,4,Joined,No,0,40,4079,No churn,No churn,Group 2,Group 2,1796
0238-WHBIQ,Male,25,1,1,1,1,1,10,72,Q3,7,1,33.75,1,1,3,30,1,1,1,1,1,1,1,1,3,0,2,89.7,6339.3,0,0,2430,8769.3,3,Stayed,No,0,50,4193,No churn,No churn,Group 2,Group 2,238
8735-NBLWT,Male,34,0,1,2,2,0,0,9,Q3,8,1,45.83,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,20.4,184.1,0,0,412.47,596.57,4,Stayed,No,0,67,4195,No churn,No churn,Group 3,Group 2,8735
6651-RLGGM,Male,54,1,1,2,2,1,2,67,Q3,9,1,14.54,1,0,4,0,0,0,0,0,0,0,0,0,3,0,2,26.3,1688.9,0,0,974.18,2663.08,5,Stayed,No,0,52,6066,No churn,No churn,Group 2,Group 4,6651
